Indid	Sex	Ybirth	Fatid	Motid
8360	f	1949	2547	2548
8361	m	1948	6656	6657
8362	f	1949	4825	4826
8363	m	1928	2291	2292
8364	f	1932	5560	5561
8365	m	1953	4557	4558
8366	f	1956	.	.
8367	m	1933	5748	5749
8368	f	1932	6527	6528
8369	m	1941	.	.
8370	f	1943	2299	2300
8371	m	1910	2843	2842
8372	f	1913	2278	2279
8373	m	1941	3077	3078
8374	f	1943	.	.
8375	m	1941	3464	3465
8376	f	1944	8377	8378
8377	m	1913	4515	4516
8378	f	1918	.	.
8379	m	1943	3464	3465
8380	f	1945	2945	2946
8381	m	1945	3077	3078
8382	f	1947	.	.
8383	m	1939	3386	3387
8384	f	1941	5613	5614
8385	m	1946	7182	7183
8386	f	1948	2767	2768
8387	m	1937	5219	5220
8388	f	1939	.	.
8389	m	1916	5516	5517
8390	f	1918	3402	3403
8391	m	1930	7206	7207
8392	f	1934	4114	4115
8393	m	1946	3581	3582
8394	f	1945	.	.
8395	m	1917	2156	2157
8396	f	1922	3990	3991
8397	m	1903	9283	9284
8398	f	1910	2685	2686
8403	m	1955	5153	5154
8404	f	1958	8442	8443
8405	m	1932	2915	2916
8406	f	1931	.	.
8407	m	1933	.	.
8408	m	1950	6370	6371
8409	f	1951	3595	3596
8410	m	1931	2675	2676
8411	f	1933	4202	4203
8412	m	1933	4183	2353
8413	f	1935	.	.
8414	m	1948	2354	2355
8415	f	1951	8416	8417
8416	m	1915	1160	1161
8417	f	1917	2573	2574
8418	m	1949	2354	2355
8419	f	1948	.	.
8420	m	1910	3990	3991
8421	f	1911	2156	2157
8422	m	1939	2571	2572
8423	f	1942	.	.
8424	m	1944	5568	2415
8425	f	1947	5824	5825
8426	m	1941	2571	2572
8427	f	1942	.	.
8428	m	1950	.	.
8429	f	1953	7818	7819
8430	m	1716	.	.
8431	f	1723	11782	11783
8432	m	1965	5227	5228
8433	f	1972	2627	2628
8434	m	1942	2344	2345
8435	f	1943	2270	2271
8436	m	1928	2339	2340
8437	f	1933	.	.
8438	m	1940	4753	4754
8439	f	1943	.	.
8440	m	1907	1946	1947
8441	f	1912	2527	2528
8442	m	1931	2846	2847
8443	f	1936	.	.
8444	m	1952	3312	3313
8445	f	1954	8436	8437
8446	m	1941	2846	2847
8447	f	1942	.	.
8448	m	1944	4535	4536
8449	f	1946	6622	6623
8450	m	1910	6469	6470
8451	f	1911	1872	1871
8452	m	1954	8307	8308
8453	f	1954	2798	2799
8454	m	1920	.	.
8455	f	1921	1192	1193
8456	m	1885	945	946
8457	f	1895	1307	1308
8458	m	1900	1066	1067
8459	f	1904	554	553
8460	m	1882	1231	1232
8461	f	1884	2716	2717
8462	m	1899	1211	1210
8463	f	1899	1929	1930
8464	m	1879	1460	1461
8465	f	1882	.	.
8466	m	1893	1625	1624
8467	f	1894	1015	1016
8468	m	1899	872	871
8469	f	1905	2293	2294
8470	m	1851	.	.
8471	f	1857	1375	1374
8472	m	1908	1835	1836
8473	f	1910	1839	1840
8474	m	1937	.	.
8475	f	1940	6622	6623
8476	m	1939	2296	2295
8477	f	1949	3657	3658
8478	m	1943	2298	2297
8479	f	1945	.	.
8480	m	1946	2296	2295
8481	f	1947	.	.
8482	m	1938	.	.
8483	f	1939	.	.
8484	m	1971	8220	8221
8485	f	1970	8482	8483
8486	m	1951	7186	7187
8487	f	1952	.	.
8488	m	1961	.	.
8489	f	1963	5015	5016
8490	m	1944	3035	3036
8491	f	1948	.	.
8492	m	1941	6622	6623
8493	f	1944	.	.
8494	m	1919	.	.
8495	f	1917	1835	1836
8496	m	1950	.	.
8497	f	1953	5484	5485
8498	m	1954	5484	5485
8499	f	1959	6750	6751
8500	m	1941	.	.
8501	f	1943	4640	4641
8502	m	1947	.	.
8503	m	1894	1796	1797
8504	f	1895	6990	6991
8505	m	1891	1796	1797
8506	f	1898	6990	6991
8507	m	1902	6990	6991
8508	f	1901	.	.
8509	m	1939	1841	1842
8510	f	1939	6992	6993
8511	m	1945	6992	6993
8512	f	1950	4016	4017
8513	m	1894	.	.
8514	f	1898	.	.
8515	m	1943	.	.
8516	f	1946	6437	6438
8517	m	1950	6437	6438
8518	f	1953	.	.
8519	m	1915	10003	10004
8520	f	1922	.	.
8521	m	1910	2229	2343
8522	f	1911	3460	3461
8523	m	1941	8521	8522
8524	f	1943	8519	8520
8525	m	1887	915	1750
8526	f	1906	.	.
8527	m	1903	.	.
8528	f	1901	.	.
8529	m	1926	8527	8528
8530	f	1900	.	.
8531	m	1965	5015	5016
8532	f	1965	8529	8530
8533	m	1967	3865	3866
8534	f	1969	8021	8022
8535	m	1964	7948	7949
8536	f	1964	8025	8026
8537	m	1964	8005	8006
8538	f	1965	5422	5423
8539	m	1960	2935	2936
8540	f	1961	3635	3636
8541	m	1948	8015	8016
8542	f	1950	7595	7596
8543	m	1969	8005	8006
8544	f	1975	5307	5308
8545	m	1866	11433	11434
8546	f	1874	.	.
8547	m	1909	8545	8546
8548	f	1909	7457	7458
8549	m	1900	.	.
8550	f	1908	9991	9992
8551	m	1931	8549	8550
8552	f	1933	8547	8548
8553	m	1957	8551	8552
8554	f	1956	4024	4025
8555	m	1963	5307	5308
8556	f	1965	4356	4357
8557	m	1964	5307	5308
8558	f	1964	2907	2908
8559	m	1968	2997	2998
8560	f	1974	6680	6681
8561	m	1966	6680	6681
8562	f	1969	3281	3282
8563	m	1972	6251	6252
8564	f	1975	8302	8303
8565	m	1944	.	.
8566	f	1948	6265	6266
8567	m	1953	6265	6266
8568	f	1956	.	.
8569	m	1956	6265	6266
8570	f	1958	6414	6415
8571	m	1960	6265	6266
8572	f	1961	8674	8675
8573	m	1963	2403	2402
8574	f	1965	5307	5308
8575	m	1954	5073	5074
8576	f	1958	5221	5222
8577	m	1959	5073	5074
8578	f	1961	3994	3995
8579	m	1956	7848	7849
8580	f	1966	10076	10077
8581	m	1958	2812	2813
8582	f	1960	7623	7624
8583	m	1941	6618	6619
8584	f	1938	.	.
8585	m	1885	.	.
8586	f	1881	.	.
8587	m	1880	.	.
8588	f	1881	.	.
8589	m	1913	8585	8586
8590	f	1917	8587	8588
8591	m	1958	8589	8590
8592	f	1956	8494	8495
8593	m	1934	3348	3349
8594	f	1942	8589	8590
8595	m	1905	2094	2093
8596	f	1907	2229	2343
8597	f	1962	3420	3421
8598	m	1957	8205	8206
8599	f	1958	3420	3421
8600	m	1924	5041	5042
8601	f	1926	2133	2134
8602	m	1965	5165	5166
8603	f	1965	5794	5795
8604	m	1943	2965	2966
8605	f	1946	5790	5791
8606	m	1959	4650	4651
8607	f	1960	5812	5813
8608	m	1970	5840	5841
8609	f	1974	8168	8169
8610	m	1942	3547	3548
8611	f	1944	.	.
8612	m	1953	3547	3548
8613	f	1955	.	.
8614	m	1829	.	.
8615	f	1832	2111	2112
8616	m	1904	.	.
8617	f	1905	7070	7071
8618	m	1927	8616	8617
8619	f	1930	.	.
8620	m	1928	3029	3030
8621	f	1929	8616	8617
8622	m	1930	8616	8617
8623	f	1930	.	.
8624	m	1931	8616	8617
8625	f	1935	.	.
8626	m	1963	4650	4651
8627	f	1964	7545	7546
8628	m	1967	.	.
8629	f	1967	7814	7815
8630	m	1923	5456	5457
8631	f	1930	8450	8451
8632	m	1951	.	.
8633	f	1953	8630	8631
8634	m	1970	3629	3630
8635	f	1972	8632	8633
8636	m	1953	5141	5142
8637	f	1953	6656	6657
8638	m	1950	11171	11172
8639	f	1955	5141	5142
8640	m	1966	5141	5142
8641	f	1967	4234	4235
8642	m	1939	8450	8451
8643	f	1942	.	.
8644	m	1965	3281	3282
8645	f	1966	7704	7705
8646	m	1911	3485	3486
8647	f	1913	.	.
8648	m	1938	8646	8647
8649	f	1941	.	.
8650	m	1947	.	.
8651	f	1949	8450	8451
8652	m	1970	7752	7753
8653	f	1971	8650	8651
8654	m	1950	4753	4754
8655	f	1954	6465	6466
8656	m	1955	6467	6468
8657	f	1956	9687	9686
8658	m	1957	6467	6468
8659	f	1961	12269	12270
8660	m	1961	6467	6468
8661	f	1961	8327	8328
8662	m	1963	4565	4566
8663	f	1963	6467	6468
8664	m	1963	8426	8427
8665	f	1966	6467	6468
8666	m	1957	6463	6464
8667	f	1956	6370	6371
8668	m	1940	4218	4219
8669	f	1940	.	.
8670	m	1942	4218	4219
8671	f	1947	.	.
8672	m	1959	4262	4263
8673	f	1960	6410	6411
8674	m	1937	4607	4608
8675	f	1939	2786	2787
8676	m	1961	5402	5403
8677	f	1962	8674	8675
8678	m	1939	3141	3142
8679	f	1941	2786	2787
8680	m	1941	.	.
8681	f	1942	2786	2787
8682	m	1944	2786	2787
8683	f	1944	.	.
8684	m	1963	2967	2968
8685	f	1964	4821	4822
8686	m	1965	3689	3690
8687	f	1966	2967	2968
8688	m	1974	2511	2512
8689	f	1970	3861	3862
8690	m	1916	.	.
8691	f	1919	2700	2701
8692	m	1957	8232	8233
8693	f	1958	4575	4576
8694	m	1964	8091	8092
8695	f	1966	4575	4576
8696	m	1925	752	753
8697	f	1928	2702	2703
8698	m	1954	2826	2827
8699	f	1957	8696	8697
8700	m	1962	6884	6885
8701	f	1960	8696	8697
8702	m	1928	.	.
8703	f	1930	2702	2703
8704	m	1951	3199	3200
8705	f	1955	8702	8703
8706	m	1954	8702	8703
8707	f	1956	2733	2734
8708	m	1957	8436	8437
8709	f	1960	4549	4550
8710	m	1963	4549	4550
8711	f	1967	4386	4387
8712	m	1964	4549	4550
8713	f	1965	5370	5371
8714	m	1962	8222	8223
8715	f	1968	.	.
8716	m	1963	8222	8223
8717	f	1966	7019	7020
8718	m	1967	5307	5308
8719	f	1967	8222	8223
8720	m	1953	8327	8328
8721	f	1953	.	.
8722	m	1954	9785	9786
8723	f	1955	8327	8328
8724	m	1976	.	.
8725	f	1979	8722	8723
8726	m	1958	8327	8328
8727	f	1961	3312	3313
8728	m	1958	8345	8346
8729	f	1961	.	.
8730	m	1957	.	.
8731	f	1966	8345	8346
8732	m	1927	.	.
8733	f	1934	7072	7073
8734	m	1963	4186	4187
8735	f	1963	8732	8733
8736	m	1965	8732	8733
8737	f	1967	3233	3234
8738	m	1912	10242	10243
8739	f	1910	3107	3108
8740	m	1884	857	858
8741	f	1885	1013	1014
8742	m	1868	1039	1040
8743	f	1869	186	187
8744	m	1891	1179	1181
8745	f	1894	4180	4181
8746	m	1920	.	.
8747	f	1921	1188	1189
8748	m	1926	1188	1189
8749	f	1932	.	.
8750	m	1912	.	.
8751	f	1919	1192	1193
8752	m	1911	.	.
8753	f	1925	1198	1199
8754	m	1927	1198	1199
8755	f	1929	.	.
8756	m	1948	8754	8755
8757	f	1949	4479	4480
8758	m	1938	.	.
8759	f	1939	1205	1204
8761	f	1908	1214	2216
8762	m	1894	.	.
8763	f	1893	.	.
8764	m	1828	.	.
8765	f	1831	.	.
8766	m	1900	2195	2196
8767	f	1902	1247	1248
8768	m	1883	1265	1266
8769	f	1886	1146	10019
8772	m	1879	1272	1271
8773	f	1885	.	.
8774	m	1885	.	.
8775	f	1886	1272	1271
8776	m	1888	.	.
8777	f	1888	1272	1271
8778	m	1892	10562	10563
8779	f	1890	1272	1271
8780	m	1930	8778	8779
8781	f	1930	.	.
8782	m	1956	8780	8781
8783	f	1958	5569	5570
8784	m	1960	.	.
8785	f	1959	8780	8781
8786	f	1884	1274	1273
8787	m	1861	1306	1305
8788	f	1864	.	.
8789	m	1864	.	.
8790	f	1874	.	.
8791	m	1900	8789	8790
8792	f	1903	1343	1342
8793	m	1904	.	.
8794	f	1907	1343	1342
8795	m	1908	.	.
8796	f	1911	1343	1342
8797	m	1893	.	.
8798	f	1896	1357	1356
8799	m	1900	1357	1356
8800	f	1903	.	.
8801	m	1911	1363	7823
8802	f	1912	11917	11918
8803	m	1876	.	.
8804	f	1884	1397	1398
8805	m	1885	.	.
8806	f	1890	1397	1398
8807	m	1918	1470	1471
8808	f	1918	.	.
8809	m	1903	1485	1484
8810	f	1911	.	.
8811	m	1893	1505	1504
8812	f	1891	1779	1780
8813	m	1879	1530	1531
8814	f	1887	.	.
8815	m	1883	.	.
8816	f	1885	2254	1533
8817	m	1891	2254	1533
8818	f	1894	.	.
8820	f	1906	1553	1552
8821	m	1896	4180	4181
8822	f	1899	1580	1581
8823	m	1880	1583	1582
8824	f	1891	11462	11463
8825	m	1930	4202	4203
8826	f	1930	8466	8467
8827	m	1936	8466	8467
8828	f	1940	8397	8398
8829	m	1965	8827	8828
8830	f	1967	7852	7853
8831	m	1912	8464	8465
8832	f	1913	5516	5517
8833	m	1947	2585	2586
8834	f	1949	8835	8836
8835	m	1924	.	.
8836	f	1926	.	.
8837	m	1949	2585	2586
8838	f	1950	.	.
8839	m	1948	.	.
8840	f	1951	2585	2586
8841	m	1953	.	.
8842	f	1953	2585	2586
8843	m	1954	2585	2586
8844	f	1953	.	.
8845	f	1942	12088	12089
8846	m	1963	4176	4177
8847	f	1966	5402	5403
8848	m	1964	3575	3576
8849	f	1969	8359	8360
8850	m	1961	5227	5228
8851	f	1961	3575	3576
8852	m	1965	3575	3576
8853	f	1965	4036	4037
8854	m	1967	3575	3576
8855	f	1969	7673	7674
8856	m	1969	6676	6677
8857	f	1972	3575	3576
8858	m	1899	1739	1738
8859	f	1898	2135	2136
8860	m	1822	11886	11621
8861	f	1831	.	.
8862	m	1889	8077	8078
8863	f	1886	2468	2469
8864	m	1897	4073	4074
8865	f	1897	8077	8078
8866	m	1854	697	698
8867	f	1858	1490	1491
8868	m	1884	8866	8867
8869	f	1884	781	782
8870	m	1889	8866	8867
8871	f	1889	.	.
8872	m	1892	8866	8867
8873	f	1898	.	.
8874	m	1850	.	.
8875	f	1852	758	759
8876	m	1864	758	759
8877	f	1866	1490	1491
8878	m	1859	186	187
8879	f	1870	840	1489
8880	m	1889	8876	8877
8881	f	1890	8878	8879
8882	m	1899	2836	2837
8883	f	1902	1326	1327
8884	m	1872	1752	1753
8885	f	1879	978	977
8886	m	1909	865	866
8887	f	1911	8884	8885
8888	m	1903	1723	887
8889	f	1903	1839	1840
8890	m	1902	1943	1942
8891	f	1907	1066	1067
8892	m	1895	1021	1023
8893	f	1894	1931	1933
8894	m	1868	1700	1699
8895	f	1869	1708	1707
8896	m	1870	1708	1707
8897	f	1870	1700	1699
8899	f	1886	1700	1699
8900	m	1872	7076	7077
8901	f	1882	.	.
8902	m	1876	1523	1522
8903	f	1883	4071	4072
8904	m	1880	.	.
8905	m	1976	.	.
8906	f	1979	3296	3297
8907	m	1853	731	732
8908	m	1888	839	1733
8909	f	1885	1163	1162
8910	m	1908	.	.
8911	f	1912	7172	7173
8912	m	1899	.	.
8913	f	1903	2105	2106
8914	m	1922	.	.
8915	f	1924	2107	2108
8916	m	1926	2107	2108
8917	f	1926	.	.
8918	m	1897	1658	1657
8919	f	1891	4071	4072
8920	m	1893	1896	1895
8921	f	1895	1972	1973
8922	m	1912	5645	5646
8923	f	1917	.	.
8924	m	1880	.	.
8925	f	1879	761	760
8926	m	1882	761	760
8927	f	1891	1508	1509
8928	m	1882	.	.
8929	f	1884	761	760
8930	m	1890	761	760
8931	f	1896	844	845
8932	m	1891	1685	1684
8933	f	1897	761	760
8934	m	1956	.	.
8935	f	1959	7467	7468
8936	m	1880	813	814
8937	f	1884	1919	1918
8938	m	1905	8936	8937
8939	f	1905	10003	10004
8940	m	1852	31	518
8941	f	1857	380	718
8942	m	1888	7499	7500
8943	f	1892	8940	8941
8945	f	1886	844	845
8946	m	1896	1658	1657
8947	f	1891	844	845
8948	m	1872	1692	1694
8949	f	1873	857	858
8950	m	1876	2125	2126
8951	f	1879	232	233
8952	m	1931	8472	8473
8953	f	1934	.	.
8954	m	1966	8952	8953
8955	f	1969	2963	2964
8956	m	1973	4789	4790
8957	f	1973	8448	8449
8958	m	1962	.	.
8959	f	1965	3161	3162
8961	f	1972	3161	3162
8964	m	1971	4577	4578
8966	m	1974	3880	3881
8967	f	1974	3751	3752
8968	m	1922	1841	1842
8969	f	1947	11629	11630
8970	m	1969	8968	8969
8971	f	1970	5617	5618
8972	m	1974	5617	5618
8973	f	1973	.	.
8974	m	1937	.	.
8975	f	1937	7010	7011
8976	m	1966	2963	2964
8978	m	1961	4262	4263
8979	f	1965	5615	5616
8980	m	1978	8591	8592
8981	f	1978	7100	7101
8982	m	1942	2587	2588
8983	f	1943	2547	2548
8985	f	1952	5569	5570
8986	m	1976	4789	4790
8989	f	1978	4789	4790
8990	m	1924	8456	8457
8991	f	1931	2635	2636
8992	m	1941	6793	6794
8993	f	1943	.	.
8994	m	1929	.	.
8995	f	1932	8793	8794
8996	m	1952	8994	8995
8997	f	1952	8029	8032
8998	m	1953	8994	8995
8999	f	1956	2613	2614
9000	m	1936	5007	5008
9001	f	1939	3077	3078
9002	m	1936	.	.
9003	f	1932	2561	2562
9005	f	1934	2561	2562
9006	m	1947	2565	2566
9007	f	1949	.	.
9008	m	1931	4079	4080
9009	f	1933	2567	2568
9010	m	1941	2299	2300
9011	f	1946	2567	2568
9013	f	1946	2581	2582
9014	m	1947	4079	4080
9015	f	1948	2581	2582
9017	f	1959	2583	2584
9018	m	1829	.	.
9019	f	1835	537	317
9020	m	1955	.	.
9021	f	1959	3699	3700
9022	m	1950	5293	5294
9023	f	1955	3581	3582
9024	m	1968	7948	7949
9025	f	1970	3235	3236
9026	m	1943	3918	3919
9027	f	1945	8307	8308
9028	m	1955	5227	5228
9029	f	1956	4873	4874
9030	m	1956	4513	4514
9031	f	1959	5227	5228
9032	m	1962	5227	5228
9033	f	1964	3229	3230
9034	m	1967	3571	3572
9035	f	1969	5227	5228
9036	m	1912	2225	2226
9037	f	1917	10003	10004
9038	m	1938	9036	9037
9039	f	1943	3077	3078
9040	m	1915	4515	4516
9041	f	1914	3767	3768
9042	m	1918	8926	8927
9043	f	1918	3462	3463
9044	m	1941	9040	9041
9045	f	1942	9042	9043
9046	m	1914	4150	4151
9047	f	1918	4515	4516
9048	m	1953	5774	5775
9049	f	1953	7688	7689
9050	m	1919	3609	3610
9051	f	1922	.	.
9052	m	1951	9050	9051
9053	f	1954	5774	5775
9054	m	1954	5794	5795
9055	f	1955	5069	5070
9056	m	1958	5794	5795
9057	f	1958	4825	4826
9058	m	1957	2798	2799
9059	f	1959	5794	5795
9060	m	1960	5824	5827
9061	f	1962	.	.
9062	m	1926	.	.
9063	f	1927	4979	4980
9064	m	1953	9062	9063
9065	f	1961	5824	5827
9066	m	1963	8610	8611
9067	f	1964	.	.
9068	m	1964	8610	8611
9069	f	1965	.	.
9070	m	1957	6588	6589
9071	f	1959	7942	7943
9072	m	1864	609	674
9073	f	1964	2203	2204
9074	m	1868	402	403
9075	f	1868	2716	2717
9076	m	1888	2716	2717
9077	f	1889	660	445
9078	m	1963	2731	2732
9079	f	1965	8319	8320
9080	m	1965	.	.
9081	f	1966	2731	2732
9082	m	1960	5406	5407
9083	f	1960	2929	2930
9084	m	1966	2929	2930
9085	f	1967	8674	8675
9086	m	1967	2929	2930
9088	m	1971	8102	8103
9089	f	1971	2929	2930
9090	m	1931	.	.
9091	f	1933	.	.
9092	m	1957	9090	9091
9093	f	1956	2933	2934
9094	m	1961	2933	2934
9095	f	1963	10076	10077
9096	m	1963	2933	2934
9097	f	1966	7232	7233
9098	m	1957	.	.
9099	f	1961	2935	2936
9100	m	1963	2935	2936
9101	f	1965	.	.
9102	m	1966	4821	4822
9103	f	1965	2935	2936
9104	m	1968	2935	2936
9105	f	1969	2549	2550
9106	m	1973	4923	4924
9107	f	1973	2935	2936
9108	m	1958	4727	4728
9109	f	1957	2735	2736
9110	m	1962	2939	2940
9111	f	1964	3859	3860
9112	m	1964	2939	2940
9113	f	1968	.	.
9114	m	1966	2939	2940
9115	f	1969	3966	3967
9116	m	1973	3245	3246
9117	f	1974	2939	2940
9118	m	1971	2748	2749
9119	f	1970	6263	6264
9120	m	1902	.	.
9121	f	1911	.	.
9122	m	1970	6503	6504
9123	f	1972	.	.
9124	m	1966	7198	7199
9125	f	1967	7583	7584
9126	m	1969	7583	7584
9127	f	1971	8405	8406
9128	m	1967	8019	8020
9129	f	1968	3011	3012
9130	m	1971	3011	3012
9131	f	1971	3575	3576
9132	m	1967	3015	3016
9133	f	1970	.	.
9134	m	1971	3015	3016
9135	f	1967	.	.
9136	m	1970	3021	3022
9137	f	1968	9615	9616
9138	f	1952	.	.
9139	m	1969	.	.
9140	f	1974	4571	4572
9141	m	1930	.	.
9142	f	1934	4128	4129
9143	m	1957	2771	2772
9144	f	1957	9141	9142
9145	m	1957	4585	4586
9146	f	1957	.	.
9147	m	1958	4585	4586
9148	f	1960	.	.
9149	m	1960	4585	4586
9150	f	1963	.	.
9151	m	1942	.	.
9152	f	1945	3555	3556
9153	m	1971	7675	7676
9154	f	1971	9151	9152
9155	m	1949	5368	5369
9156	f	1949	.	.
9157	m	1969	9155	9156
9158	f	1970	4258	4259
9159	m	1971	4605	4606
9160	f	1972	3954	3955
9161	m	1969	3085	3086
9162	f	1973	6499	6500
9163	m	1947	.	.
9164	f	1952	5328	5329
9165	m	1964	2917	2918
9166	f	1965	5342	5343
9167	m	1967	2917	2918
9168	f	1968	5342	5343
9169	m	1966	4567	4568
9170	f	1970	5342	5343
9171	m	1951	.	.
9172	f	1953	2971	2972
9173	m	1972	5265	5266
9174	f	1974	9171	9172
9175	m	1954	4513	4514
9176	f	1957	2971	2972
9177	m	1968	6558	6559
9178	f	1970	2973	2974
9179	m	1964	7800	7801
9180	f	1964	3994	3995
9181	m	1962	2979	2980
9182	f	1961	.	.
9183	m	1963	5764	5765
9184	f	1968	.	.
9185	m	1972	3545	3546
9186	f	1975	.	.
9188	f	1975	3551	3552
9190	f	1971	3579	3580
9191	m	1971	7555	7556
9192	f	1972	3579	3580
9193	m	1969	7108	7109
9194	f	1977	3481	3482
9195	m	1962	3689	3690
9196	f	1963	8678	8679
9197	m	1966	3001	3002
9198	f	1968	7278	7279
9199	m	1969	.	.
9200	f	1972	3001	3002
9201	m	1943	4114	4115
9202	f	1943	.	.
9203	m	1968	3003	3004
9204	f	1970	9201	9202
9205	m	1941	2905	2906
9206	f	1945	4014	4015
9207	m	1952	4014	4015
9208	f	1954	.	.
9209	m	1949	4016	4017
9210	f	1951	.	.
9211	m	1925	2379	2380
9212	f	1925	.	.
9213	m	1952	9211	9212
9214	f	1951	4016	4017
9215	m	1953	4016	4017
9216	f	1954	3372	3373
9217	m	1954	.	.
9218	f	1956	4016	4017
9219	m	1946	2609	2610
9220	f	1946	.	.
9221	m	1924	11431	11432
9222	f	1929	11452	11453
9223	m	1950	9221	9222
9224	f	1950	3059	3060
9225	m	1960	3059	3060
9226	f	1964	4254	4255
9227	m	1954	3123	3124
9228	f	1955	.	.
9229	m	1956	3123	3124
9230	f	1957	.	.
9231	m	1958	3123	3124
9232	f	1960	.	.
9233	m	1944	.	.
9234	f	1945	4026	4027
9235	m	1954	4026	4027
9236	f	1952	.	.
9237	m	1957	4026	4027
9238	f	1959	.	.
9239	m	1815	.	.
9240	f	1824	.	.
9241	m	1812	.	.
9242	f	1825	.	.
9243	m	1847	9239	9240
9244	f	1849	9241	9242
9245	f	1852	9241	9242
9246	m	1843	.	.
9247	f	1852	.	.
9249	f	1964	3675	3676
9250	m	1969	8670	8671
9251	f	1970	3675	3676
9252	m	1971	.	.
9253	f	1970	3675	3676
9254	m	1911	.	.
9255	f	1913	8884	8885
9256	m	1965	7214	7215
9257	f	1964	2903	2904
9258	m	1873	1964	1965
9259	f	1875	.	.
9260	m	1820	.	.
9261	f	1828	.	.
9262	f	1809	11057	11058
9263	m	1810	.	.
9264	f	1978	7146	7147
9265	m	1975	.	.
9266	m	1952	4032	4033
9267	f	1957	.	.
9268	f	1957	.	.
9269	m	1955	5625	5626
9270	f	1957	4032	4033
9271	m	1959	4662	4663
9272	f	1961	3910	3911
9273	m	1960	6126	6127
9274	f	1962	4266	4267
9275	m	1934	5055	5056
9276	f	1935	4049	4050
9277	m	1921	10180	10181
9278	f	1920	4055	4056
9279	m	1928	4055	4056
9280	f	1930	12415	12416
9281	m	1899	915	1750
9282	f	1911	9752	9753
9283	m	1871	.	.
9284	f	1863	278	279
9285	m	1899	9283	9284
9286	f	1906	4085	4086
9287	m	1910	2527	2528
9288	f	1910	4085	4086
9289	m	1743	.	.
9290	f	1749	.	.
9291	m	1925	7072	7073
9292	f	1934	.	.
9293	m	1923	.	.
9294	f	1923	3833	3834
9295	m	1948	.	.
9296	f	1949	3559	3560
9297	m	1913	8106	8107
9298	f	1915	756	757
9299	m	1948	9297	9298
9300	f	1954	.	.
9301	m	1915	.	.
9303	m	1966	.	.
9304	f	1967	5398	5399
9305	m	1907	.	.
9306	f	1907	1835	1836
9307	m	1891	.	.
9308	f	1894	.	.
9309	m	1921	.	.
9310	f	1921	9307	9308
9311	m	1923	2477	2478
9312	m	1925	4116	4117
9313	f	1931	.	.
9314	m	1889	3037	4095
9315	f	1893	9072	9073
9316	m	1917	1451	1452
9317	f	1920	3990	3991
9318	m	1923	1451	1452
9319	f	1927	.	.
9320	m	1850	63	64
9321	f	1849	.	.
9323	f	1839	111	112
9324	m	1870	583	729
9325	f	1868	.	.
9326	m	1838	10092	10093
9327	f	1849	148	676
9328	f	1842	179	180
9329	m	1871	181	182
9331	m	1872	181	182
9332	f	1871	.	.
9333	m	1869	181	182
9334	f	1871	.	.
9335	m	1878	181	182
9336	f	1881	.	.
9337	m	1886	181	182
9338	f	1894	9339	9340
9339	m	1854	.	.
9340	f	1857	.	.
9341	m	1888	181	182
9342	f	1892	.	.
9343	m	1866	8860	8861
9344	f	1872	185	681
9345	m	1792	.	.
9346	f	1800	.	.
9347	m	1855	.	.
9348	f	1854	305	711
9349	m	1881	9347	9348
9350	f	1881	1152	737
9351	m	1755	10829	101830
9352	f	1761	.	.
9353	f	1771	.	.
9354	m	1703	.	.
9355	f	1704	10833	10834
9356	f	1704	.	.
9357	m	1745	9354	9356
9358	f	1751	10288	10289
9359	m	1771	.	.
9360	f	1774	9361	9362
9361	m	1748	.	.
9362	f	1750	9354	9356
9363	m	1727	11470	11471
9364	f	1731	.	.
9365	m	1757	9363	9364
9366	f	1760	.	.
9367	m	1767	9363	9364
9368	f	1774	10809	10810
9369	m	1806	11476	11477
9370	f	1808	9367	9368
9371	m	1751	10293	10294
9372	f	1759	10291	10292
9373	m	1873	839	1733
9374	f	1874	558	559
9376	f	1913	738	741
9377	m	1879	.	.
9378	f	1881	761	760
9379	m	1894	.	.
9380	f	1892	761	760
9381	m	1884	803	804
9382	f	1887	.	.
9383	m	1888	803	804
9384	f	1897	.	.
9385	m	1872	558	559
9386	f	1877	839	1733
9387	m	1880	839	1733
9388	f	1881	1163	1162
9389	m	1882	839	1733
9390	f	1901	1473	1472
9391	m	1841	.	.
9392	f	1850	850	851
9393	m	1855	12605	12606
9394	f	1857	850	851
9395	m	1861	.	.
9396	f	1860	850	851
9397	m	1863	850	851
9399	m	1720	.	.
9400	f	1723	.	.
9401	m	1750	9399	9400
9402	f	1753	.	.
9403	m	1890	855	856
9404	f	1895	.	.
9406	f	1892	855	856
9408	f	1898	855	856
9409	m	1881	891	892
9410	f	1881	582	733
9411	f	1890	891	892
9412	m	1894	.	.
9413	f	1892	891	892
9414	m	1889	852	853
9415	f	1895	891	892
9416	m	1855	898	897
9417	f	1855	10042	10043
9418	m	1889	9416	9417
9419	f	1893	10040	10041
9420	m	1880	947	948
9421	f	1880	.	.
9422	f	1887	947	948
9423	m	1883	.	.
9424	m	1891	.	.
9425	f	1890	947	948
9426	m	1893	949	951
9427	f	1891	.	.
9428	m	1898	949	951
9429	f	1904	6976	6977
9430	m	1872	2350	2351
9431	f	1874	978	977
9432	m	1877	978	977
9433	f	1879	1698	1697
9434	m	1892	10222	10223
9435	f	1890	978	977
